sentence,inference,model,label
Roche has developed a COVID-19 vaccine.,"The writer is implying that roche has a covid vaccine
",t5_large,misinfo
Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.,"The writer is implying that there are new treatments
",gpt2_large,misinfo
Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.,"The writer is implying that vietnam developed a rapid covid test
",t5_base,misinfo
Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.,"The writer is implying that there is a quick test for covid
",t5_large,misinfo
WATCH--Jerry Nadler: Climate Change Is a Greater Threat than a World War,"The writer is implying that climate change is worse than wwii
",gpt2_large,misinfo
WATCH--Jerry Nadler: Climate Change Is a Greater Threat than a World War,"The writer is implying that jerry nadler thinks climate change is more dangerous than war
",t5_base,misinfo
WATCH--Jerry Nadler: Climate Change Is a Greater Threat than a World War,"The writer is implying that climate change is a threat
",t5_large,misinfo
BEST OF THE WEB: Computer modelling for Covid-19 was FATALLY flawed. And climate change models are EVEN WORSE,"The writer is implying that climate change models are wrong
",gpt2_large,misinfo
BEST OF THE WEB: Computer modelling for Covid-19 was FATALLY flawed. And climate change models are EVEN WORSE,"The writer is implying that climate change is not real
",t5_base,misinfo
BEST OF THE WEB: Computer modelling for Covid-19 was FATALLY flawed. And climate change models are EVEN WORSE,"The writer is implying that climate change models are worse than covid
",t5_large,misinfo
COVID-19 is a secret American weapon aimed for depopulation purposes.,"The writer is implying that the government created covid
",gpt2_large,misinfo
COVID-19 is a secret American weapon aimed for depopulation purposes.,"The writer is implying that the us government is using covid as a weapon
",t5_base,misinfo
COVID-19 is a secret American weapon aimed for depopulation purposes.,"The writer is implying that covid is a government conspiracy
",t5_large,misinfo
"Teen Climate Change Activist Sails from England to NYC for Summit Sans Toilet, Shower","The writer is implying that climate change activists are hypocritical
",gpt2_large,misinfo
"Teen Climate Change Activist Sails from England to NYC for Summit Sans Toilet, Shower","The writer is implying that teen climate change activist sails from england to nyc
",t5_base,misinfo
"Teen Climate Change Activist Sails from England to NYC for Summit Sans Toilet, Shower","The writer is implying that teen climate activist sails from england to new york
",t5_large,misinfo
Popular Indian film actor John Abraham was caught violating lockdown while roaming in his Lamborghini.,"The writer is implying that the actor is a hypocrite
",gpt2_large,misinfo
Popular Indian film actor John Abraham was caught violating lockdown while roaming in his Lamborghini.,"The writer is implying that john abraham violated lockdown
",t5_base,misinfo
Popular Indian film actor John Abraham was caught violating lockdown while roaming in his Lamborghini.,"The writer is implying that celebrities are violating quarantine laws
",t5_large,misinfo
"With the spread of the new coronavirus, information spread that the government had been producing masks with a Japanese flag in response to the lack of masks.","The writer is implying that masks are being produced in japan
",gpt2_large,misinfo
"With the spread of the new coronavirus, information spread that the government had been producing masks with a Japanese flag in response to the lack of masks.","The writer is implying that the japanese government is using masks to combat covid
",t5_base,misinfo
"With the spread of the new coronavirus, information spread that the government had been producing masks with a Japanese flag in response to the lack of masks.","The writer is implying that masks are being made in japan
",t5_large,misinfo
Inhaling hot steam can kill the coronavirus.,"The writer is implying that inhaling steam kills covid
",gpt2_large,misinfo
Inhaling hot steam can kill the coronavirus.,"The writer is implying that inhaling hot steam can kill covid
",t5_base,misinfo
Inhaling hot steam can kill the coronavirus.,"The writer is implying that inhaling hot steam kills covid
",t5_large,misinfo
"Euphorbia hirta, commonly known as the asthma plant, cures COVID-19.","The writer is implying that theres a cure for covid
",gpt2_large,misinfo
"Euphorbia hirta, commonly known as the asthma plant, cures COVID-19.","The writer is implying that euphorbia hirta cures covid
",t5_base,misinfo
"Euphorbia hirta, commonly known as the asthma plant, cures COVID-19.","The writer is implying that there are new remedies to treat covid
",t5_large,misinfo
Gov. Jay Inslee on Climate Change: 'Farmers are Getting Killed by the Donald Trump Administration',"The writer is implying that farmers are getting killed due to trump administration
",gpt2_large,misinfo
Gov. Jay Inslee on Climate Change: 'Farmers are Getting Killed by the Donald Trump Administration',"The writer is implying that trump's policies are hurting young people
",t5_base,misinfo
Gov. Jay Inslee on Climate Change: 'Farmers are Getting Killed by the Donald Trump Administration',"The writer is implying that trump doesn't care about climate change
",t5_large,misinfo
"Alberto Fernndez (president of Argentina) said: ""With Macri we would have had 10,000 deaths from coronavirus""","The writer is implying that the president of argentina thinks the pandemic is serious
",gpt2_large,misinfo
"Alberto Fernndez (president of Argentina) said: ""With Macri we would have had 10,000 deaths from coronavirus""","The writer is implying that covid-19 is a hoax
",t5_base,misinfo
"Alberto Fernndez (president of Argentina) said: ""With Macri we would have had 10,000 deaths from coronavirus""","The writer is implying that a president is responsible for covid deaths
",t5_large,misinfo
"A banner with a swastika, ""Trump"" and ""Pence"" is from a Michigan coronavirus protest.","The writer is implying that trump supporters are racist
",gpt2_large,misinfo
"A banner with a swastika, ""Trump"" and ""Pence"" is from a Michigan coronavirus protest.","The writer is implying that trump and pence are related
",t5_base,misinfo
"A banner with a swastika, ""Trump"" and ""Pence"" is from a Michigan coronavirus protest.","The writer is implying that trump and pence are not on the same page
",t5_large,misinfo
Whether coronavirus began with man having sex with a bat.,"The writer is implying that bats transmit covid
",gpt2_large,misinfo
Whether coronavirus began with man having sex with a bat.,"The writer is implying that covid was created by bats
",t5_base,misinfo
Whether coronavirus began with man having sex with a bat.,"The writer is implying that bats can transmit covid-19
",t5_large,misinfo
"A canine coronavirus vaccine shows that ""something is wrong"" in how we are talking about the novel coronavirus.","The writer is implying that covid vaccines are unsafe
",gpt2_large,misinfo
"A canine coronavirus vaccine shows that ""something is wrong"" in how we are talking about the novel coronavirus.","The writer is implying that covid-19 vaccines are dangerous
",t5_base,misinfo
"A canine coronavirus vaccine shows that ""something is wrong"" in how we are talking about the novel coronavirus.","The writer is implying that covid vaccines are dangerous
",t5_large,misinfo
PCR Tests cannot show the novel coronavirus.,"The writer is implying that covid testing is unreliable
",gpt2_large,misinfo
PCR Tests cannot show the novel coronavirus.,"The writer is implying that pcr tests cannot show covid
",t5_base,misinfo
PCR Tests cannot show the novel coronavirus.,"The writer is implying that covid tests are ineffective
",t5_large,misinfo
Worshipers were beaten by policemen because they gathered in a church.,"The writer is implying that muslims are violent
",gpt2_large,misinfo
Worshipers were beaten by policemen because they gathered in a church.,"The writer is implying that police are beating people in church
",t5_base,misinfo
Worshipers were beaten by policemen because they gathered in a church.,"The writer is implying that worshipers were beaten by policemen because they gathered in church
",t5_large,misinfo
"In his televised evening address on Thursday, April 16, President Rodrigo Duterte said the Philippines was the first to impose a lockdown in Asia amid the coronavirus pandemic.","The writer is implying that the phillipines is the first country to lock down
",gpt2_large,misinfo
"In his televised evening address on Thursday, April 16, President Rodrigo Duterte said the Philippines was the first to impose a lockdown in Asia amid the coronavirus pandemic.","The writer is implying that the philippines was the first to lock down in asia
",t5_base,misinfo
"In his televised evening address on Thursday, April 16, President Rodrigo Duterte said the Philippines was the first to impose a lockdown in Asia amid the coronavirus pandemic.","The writer is implying that the philippines was first to lock down due to covid
",t5_large,misinfo
"A claim that police in Thailand can issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic has been shared repeatedly on Facebook, Twitter and Line Messenger.","The writer is implying that masks are important
",gpt2_large,misinfo
"A claim that police in Thailand can issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic has been shared repeatedly on Facebook, Twitter and Line Messenger.","The writer is implying that masks are a threat to society
",t5_base,misinfo
"A claim that police in Thailand can issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic has been shared repeatedly on Facebook, Twitter and Line Messenger.","The writer is implying that masks are important to wear
",t5_large,misinfo
Study proved efficacy of ivermectin on treatment of COVID-19; the medecin is given by government to treat people in Australia and Ethiopia,"The writer is implying that theres a cure for covid
",gpt2_large,misinfo
Study proved efficacy of ivermectin on treatment of COVID-19; the medecin is given by government to treat people in Australia and Ethiopia,"The writer is implying that ivermectin is effective at treating covid
",t5_base,misinfo
Study proved efficacy of ivermectin on treatment of COVID-19; the medecin is given by government to treat people in Australia and Ethiopia,"The writer is implying that ivermectin is effective in treating covid
",t5_large,misinfo
"""Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.""","The writer is implying that covid is not spreading in Missouri
",gpt2_large,misinfo
"""Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.""","The writer is implying that the pandemic is over
",t5_base,misinfo
"""Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.""","The writer is implying that half of missouri counties have not reported covid cases
",t5_large,misinfo
"""The chloroquine stock in Paris hospitals was robbed"".","The writer is implying that the government is corrupt
",gpt2_large,misinfo
"""The chloroquine stock in Paris hospitals was robbed"".","The writer is implying that there is a shortage of chloroquine
",t5_base,misinfo
"""The chloroquine stock in Paris hospitals was robbed"".","The writer is implying that chloroquine stock in paris hospitals was robbed
",t5_large,misinfo
David Attenborough says saving the planet 'is within reach' on World Environment Day,"The writer is implying that we need to act now
",gpt2_large,misinfo
David Attenborough says saving the planet 'is within reach' on World Environment Day,"The writer is implying that david attenborough says saving the planet is within reach
",t5_base,misinfo
David Attenborough says saving the planet 'is within reach' on World Environment Day,"The writer is implying that david attenborough says we can save the planet
",t5_large,misinfo
"Doctors from all over the world have elected hydroxychloroquin ""most effective treatment against Covid-19"".","The writer is implying that hydroxychloroquine cures covid
",gpt2_large,misinfo
"Doctors from all over the world have elected hydroxychloroquin ""most effective treatment against Covid-19"".","The writer is implying that hydroxychloroquin is an effective treatment for covid-19
",t5_base,misinfo
"Doctors from all over the world have elected hydroxychloroquin ""most effective treatment against Covid-19"".","The writer is implying that hydroxychloroquin is an effective treatment for covid
",t5_large,misinfo
Analysis: Andrew Dessler: 'Climate Alarmist as Energy Expert' (Part I),"The writer is implying that climate alarmists are energy experts
",gpt2_large,misinfo
Analysis: Andrew Dessler: 'Climate Alarmist as Energy Expert' (Part I),"The writer is implying that climate change is a hoax
",t5_base,misinfo
Analysis: Andrew Dessler: 'Climate Alarmist as Energy Expert' (Part I),"The writer is implying that climate change is not real
",t5_large,misinfo
The new coronavirus poses a risk to male reproductive health.,"The writer is implying that covid-19 is dangerous for men
",gpt2_large,misinfo
The new coronavirus poses a risk to male reproductive health.,"The writer is implying that coronavirus is dangerous to male reproductive health
",t5_base,misinfo
The new coronavirus poses a risk to male reproductive health.,"The writer is implying that male reproductive health is at risk
",t5_large,misinfo
"Gliricidia sepium or ""matarratn"" tree has ivermectin, a drug used to prevent complications from COVID-19","The writer is implying that there are treatments for covid
",gpt2_large,misinfo
"Gliricidia sepium or ""matarratn"" tree has ivermectin, a drug used to prevent complications from COVID-19","The writer is implying that gliricidia sepium has ivermectin
",t5_base,misinfo
"Gliricidia sepium or ""matarratn"" tree has ivermectin, a drug used to prevent complications from COVID-19","The writer is implying that gliricidia sepium is an effective treatment for covid-19
",t5_large,misinfo
"Laura Dern, Rainn Wilson Promote Virtual Rally to Fight Climate Change","The writer is implying that rainn wilson and rainn wilson promote virtual rally to fight climate change
",gpt2_large,misinfo
"Laura Dern, Rainn Wilson Promote Virtual Rally to Fight Climate Change","The writer is implying that celebrities are taking climate change seriously
",t5_base,misinfo
"Laura Dern, Rainn Wilson Promote Virtual Rally to Fight Climate Change","The writer is implying that virtual rallies are being held to fight climate change
",t5_large,misinfo
Can an environmental catastrophe in Yemen be averted?,"The writer is implying that the government is not doing enough to stop climate change
",gpt2_large,misinfo
Can an environmental catastrophe in Yemen be averted?,"The writer is implying that yemen needs to do more to fight climate change
",t5_base,misinfo
Can an environmental catastrophe in Yemen be averted?,"The writer is implying that yemen may not be able to stop climate change
",t5_large,misinfo
Theres So Much Hypocrisy from the Left on This Meghan McCain Levels Her Co-Hosts During Climate,"The writer is implying that some politicians are hypocritical
",gpt2_large,misinfo
Theres So Much Hypocrisy from the Left on This Meghan McCain Levels Her Co-Hosts During Climate,"The writer is implying that the left doesn't care about climate change
",t5_base,misinfo
Theres So Much Hypocrisy from the Left on This Meghan McCain Levels Her Co-Hosts During Climate,"The writer is implying that democrats are hypocrites
",t5_large,misinfo
Speaking of the environment': Joe Biden forced to swat bug in middle of climate change speech,"The writer is implying that the president doesn't care about the environment
",gpt2_large,misinfo
Speaking of the environment': Joe Biden forced to swat bug in middle of climate change speech,"The writer is implying that biden was forced to swat bug during climate change speech
",t5_base,misinfo
Speaking of the environment': Joe Biden forced to swat bug in middle of climate change speech,"The writer is implying that biden was forced to swat bugs during climate change speech
",t5_large,misinfo
Muslims are violating the lockdown in India by praying in the open.,"The writer is implying that muslims are being disruptive
",gpt2_large,misinfo
Muslims are violating the lockdown in India by praying in the open.,"The writer is implying that muslims are violating lockdown
",t5_base,misinfo
Muslims are violating the lockdown in India by praying in the open.,"The writer is implying that muslims are violating lockdown rules in india
",t5_large,misinfo
Climate Scientists Try to Rescue Renewable Energies from 'Planet of the Humans',"The writer is implying that climate scientists are trying to save renewable energy
",gpt2_large,misinfo
Climate Scientists Try to Rescue Renewable Energies from 'Planet of the Humans',"The writer is implying that climate scientists are trying to rescue renewable energy from planet of humans
",t5_base,misinfo
Climate Scientists Try to Rescue Renewable Energies from 'Planet of the Humans',"The writer is implying that renewable energy is being rescued from the planet
",t5_large,misinfo
EU Parliament votes for 60% carbon dioxide emissions cut by 2030  Up from old goal of 40%  Brag EU is 'at the forefront of climate ambition',"The writer is implying that the eu is at the forefront of climate change action
",gpt2_large,misinfo
EU Parliament votes for 60% carbon dioxide emissions cut by 2030  Up from old goal of 40%  Brag EU is 'at the forefront of climate ambition',"The writer is implying that eu parliament votes for 60% carbon dioxide emissions cut by 2030
",t5_base,misinfo
EU Parliament votes for 60% carbon dioxide emissions cut by 2030  Up from old goal of 40%  Brag EU is 'at the forefront of climate ambition',"The writer is implying that the eu cares about climate change
",t5_large,misinfo
The WHO celebrates a Chinese cure for COVID-19 which was used in Wuhan.,"The writer is implying that the who is lying to us
",gpt2_large,misinfo
The WHO celebrates a Chinese cure for COVID-19 which was used in Wuhan.,"The writer is implying that there is a cure for covid
",t5_base,misinfo
The WHO celebrates a Chinese cure for COVID-19 which was used in Wuhan.,"The writer is implying that there is a cure for covid-19
",t5_large,misinfo
"The U.S. government has approved a second round of coronavirus stimulus payments to everyone who signs up  and that the money will be forthcoming in ""5-7 business days.""","The writer is implying that the us government is going to make another wave of stimulus payments
",gpt2_large,misinfo
"The U.S. government has approved a second round of coronavirus stimulus payments to everyone who signs up  and that the money will be forthcoming in ""5-7 business days.""","The writer is implying that the government is giving out money to people who sign up
",t5_base,misinfo
"The U.S. government has approved a second round of coronavirus stimulus payments to everyone who signs up  and that the money will be forthcoming in ""5-7 business days.""","The writer is implying that the government is helping people during the pandemic
",t5_large,misinfo
"Coronavirus can in no way withstand heat, sunlight or other UV radiation. In other words, skin and surfaces are momentarily sterilized by sunlight or other UV radiation.","The writer is implying that covid-19 is not a threat
",gpt2_large,misinfo
"Coronavirus can in no way withstand heat, sunlight or other UV radiation. In other words, skin and surfaces are momentarily sterilized by sunlight or other UV radiation.","The writer is implying that covid-19 can't be cured by sunlight
",t5_base,misinfo
"Coronavirus can in no way withstand heat, sunlight or other UV radiation. In other words, skin and surfaces are momentarily sterilized by sunlight or other UV radiation.","The writer is implying that sunlight and other uv radiation kills covid
",t5_large,misinfo
COVID19 dead patients are dropped from a plane in Mexico.,"The writer is implying that covid deaths are fake
",gpt2_large,misinfo
COVID19 dead patients are dropped from a plane in Mexico.,"The writer is implying that covid patients are dropped from planes in mexico
",t5_base,misinfo
COVID19 dead patients are dropped from a plane in Mexico.,"The writer is implying that covid is spreading in mexico
",t5_large,misinfo
A Turkish citizen in Yozgat ate yogurt and soap together to get rid of the virus.,"The writer is implying that a turkish citizen in yozgat eats yogurt and soap
",gpt2_large,misinfo
A Turkish citizen in Yozgat ate yogurt and soap together to get rid of the virus.,"The writer is implying that yoghurt and soap cure covid
",t5_base,misinfo
A Turkish citizen in Yozgat ate yogurt and soap together to get rid of the virus.,"The writer is implying that yogurt and soap can cure covid
",t5_large,misinfo
Susan Crockford: No climate emergency for polar bears,"The writer is implying that polar bears are being harmed by climate change
",gpt2_large,misinfo
Susan Crockford: No climate emergency for polar bears,"The writer is implying that sars-crockford thinks climate change isn't real
",t5_base,misinfo
Susan Crockford: No climate emergency for polar bears,"The writer is implying that polar bears don't need to worry about climate change
",t5_large,misinfo
"A picture that is shared in Social Media compared deaths by malaria, alcohol, car accidents, the flu, suicide and other causes since the beginning of 2020 with COVID-19. The message is that the number of people who die of COVID-19 is low in comparison.","The writer is implying that covid statistics are exaggerated
",gpt2_large,misinfo
"A picture that is shared in Social Media compared deaths by malaria, alcohol, car accidents, the flu, suicide and other causes since the beginning of 2020 with COVID-19. The message is that the number of people who die of COVID-19 is low in comparison.","The writer is implying that the number of covid deaths is low
",t5_base,misinfo
"A picture that is shared in Social Media compared deaths by malaria, alcohol, car accidents, the flu, suicide and other causes since the beginning of 2020 with COVID-19. The message is that the number of people who die of COVID-19 is low in comparison.","The writer is implying that covid isn't that bad
",t5_large,misinfo
What does the first climate question at a US debate in 20 years reveal?,"The writer is implying that society cares about climate change
",gpt2_large,misinfo
What does the first climate question at a US debate in 20 years reveal?,"The writer is implying that climate change is a hot topic in the us
",t5_base,misinfo
What does the first climate question at a US debate in 20 years reveal?,"The writer is implying that climate change is a hot topic in the debates
",t5_large,misinfo
Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.,"The writer is implying that covid-19 is no longer a threat
",gpt2_large,misinfo
Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.,"The writer is implying that vaccines are coming
",t5_base,misinfo
Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.,"The writer is implying that vaccines will be ready soon
",t5_large,misinfo
"As of 4/1/20, all coronavirus patients from Blumenau, Brazil, were cured.","The writer is implying that blumenau, brazil, has a cure for covid
",gpt2_large,misinfo
"As of 4/1/20, all coronavirus patients from Blumenau, Brazil, were cured.","The writer is implying that there is a cure for covid
",t5_base,misinfo
"As of 4/1/20, all coronavirus patients from Blumenau, Brazil, were cured.","The writer is implying that covid is no longer spreading in brazil
",t5_large,misinfo
Matterhorn mountain in Switzerland was lit up with Indian tricolour to convey gratitude to the country for sending the life-saving Hydroxychloroquine drugs in the fight against COVID-19.,"The writer is implying that india sent hydroxychloroquine
",gpt2_large,misinfo
Matterhorn mountain in Switzerland was lit up with Indian tricolour to convey gratitude to the country for sending the life-saving Hydroxychloroquine drugs in the fight against COVID-19.,"The writer is implying that hydroxychloroquine is an effective treatment for covid
",t5_base,misinfo
Matterhorn mountain in Switzerland was lit up with Indian tricolour to convey gratitude to the country for sending the life-saving Hydroxychloroquine drugs in the fight against COVID-19.,"The writer is implying that hydroxychloroquine is effective against covid
",t5_large,misinfo
There is a conspiracy by the Deep State and China to sweep population control and derail President Trump via coronavirus.,"The writer is implying that the government is corrupt
",gpt2_large,misinfo
There is a conspiracy by the Deep State and China to sweep population control and derail President Trump via coronavirus.,"The writer is implying that china and the deep state are trying to control us
",t5_base,misinfo
There is a conspiracy by the Deep State and China to sweep population control and derail President Trump via coronavirus.,"The writer is implying that covid is a conspiracy
",t5_large,misinfo
"France, Italy and the United Kingdom followed on Jair Bolsonaro's steps and now recommend chloroquine as standard treatment for COVID-19","The writer is implying that there are false cure claims
",gpt2_large,misinfo
"France, Italy and the United Kingdom followed on Jair Bolsonaro's steps and now recommend chloroquine as standard treatment for COVID-19","The writer is implying that chloroquine can treat covid
",t5_base,misinfo
"France, Italy and the United Kingdom followed on Jair Bolsonaro's steps and now recommend chloroquine as standard treatment for COVID-19","The writer is implying that chloroquine is an effective treatment for covid-19
",t5_large,misinfo
McDonald's is reopening in the UK from Monday 27 April.,"The writer is implying that covid is no longer a threat
",gpt2_large,misinfo
McDonald's is reopening in the UK from Monday 27 April.,"The writer is implying that mcdonalds is reopening
",t5_base,misinfo
McDonald's is reopening in the UK from Monday 27 April.,"The writer is implying that mcdonalds will reopen in the uk
",t5_large,misinfo
A new outbreak pandemic of hantavirus is coming from China.,"The writer is implying that covid is spreading from china
",gpt2_large,misinfo
A new outbreak pandemic of hantavirus is coming from China.,"The writer is implying that hantavirus is coming from china
",t5_base,misinfo
A new outbreak pandemic of hantavirus is coming from China.,"The writer is implying that china is responsible for the virus
",t5_large,misinfo
This bottle of disinfectant gel proves that the coronavirus existed before 2019.,"The writer is implying that disinfectants are effective against covid
",gpt2_large,misinfo
This bottle of disinfectant gel proves that the coronavirus existed before 2019.,"The writer is implying that covid-19 was created in a lab
",t5_base,misinfo
This bottle of disinfectant gel proves that the coronavirus existed before 2019.,"The writer is implying that the pandemic was planned
",t5_large,misinfo
"US blocking mention of climate change in G20 statement, diplomats say","The writer is implying that countries are divided on how to deal with climate change
",gpt2_large,misinfo
"US blocking mention of climate change in G20 statement, diplomats say","The writer is implying that the us does not care about climate change
",t5_base,misinfo
"US blocking mention of climate change in G20 statement, diplomats say","The writer is implying that the us is blocking mention of climate change in g20 statement
",t5_large,misinfo
