id,sentence,inference,model,label,text
316,Facebook oversight board urged to tackle climate 'loophole'  Steyer & Podesta form group dedicated to censoring skeptics,"The writer is implying that facebook is censoring climate change deniers
",t5_base,misinfo,"Headline: Facebook oversight board urged to tackle climate 'loophole'  Steyer & Podesta form group dedicated to censoring skeptics
Inference: The writer is implying that facebook is censoring climate change deniers
"
317,Facebook oversight board urged to tackle climate 'loophole'  Steyer & Podesta form group dedicated to censoring skeptics,"The writer is implying that steyer & podesta form a group dedicated to censoring skeptics
",t5_large,misinfo,"Headline: Facebook oversight board urged to tackle climate 'loophole'  Steyer & Podesta form group dedicated to censoring skeptics
Inference: The writer is implying that steyer & podesta form a group dedicated to censoring skeptics
"
318,Chinese Premier Li Keqiang had dinner in Wuhan during the epidemic.,"The writer is implying that chinese premier li keqiang had dinner in china
",gpt2_large,misinfo,"Headline: Chinese Premier Li Keqiang had dinner in Wuhan during the epidemic.
Inference: The writer is implying that chinese premier li keqiang had dinner in china
"
319,Chinese Premier Li Keqiang had dinner in Wuhan during the epidemic.,"The writer is implying that chinese premier li keqiang had dinner in wuhan during covid
",t5_base,misinfo,"Headline: Chinese Premier Li Keqiang had dinner in Wuhan during the epidemic.
Inference: The writer is implying that chinese premier li keqiang had dinner in wuhan during covid
"
320,Chinese Premier Li Keqiang had dinner in Wuhan during the epidemic.,"The writer is implying that chinese prime minister had dinner in wuhan
",t5_large,misinfo,"Headline: Chinese Premier Li Keqiang had dinner in Wuhan during the epidemic.
Inference: The writer is implying that chinese prime minister had dinner in wuhan
"
321,The enhanced community quarantine or ECQ in several regions and cities in the Philippines has been extended until 6/15/2020.,"The writer is implying that the pandemic is still serious
",gpt2_large,misinfo,"Headline: The enhanced community quarantine or ECQ in several regions and cities in the Philippines has been extended until 6/15/2020.
Inference: The writer is implying that the pandemic is still serious
"
322,The enhanced community quarantine or ECQ in several regions and cities in the Philippines has been extended until 6/15/2020.,"The writer is implying that the pandemic is getting worse
",t5_base,misinfo,"Headline: The enhanced community quarantine or ECQ in several regions and cities in the Philippines has been extended until 6/15/2020.
Inference: The writer is implying that the pandemic is getting worse
"
323,The enhanced community quarantine or ECQ in several regions and cities in the Philippines has been extended until 6/15/2020.,"The writer is implying that the pandemic isn't ending soon
",t5_large,misinfo,"Headline: The enhanced community quarantine or ECQ in several regions and cities in the Philippines has been extended until 6/15/2020.
Inference: The writer is implying that the pandemic isn't ending soon
"
324,Claim that Indian Prime minister Modi said one crore (10 million) COVID-19 positive patients have been treated for free.,"The writer is implying that india is providing free covid treatments
",gpt2_large,misinfo,"Headline: Claim that Indian Prime minister Modi said one crore (10 million) COVID-19 positive patients have been treated for free.
Inference: The writer is implying that india is providing free covid treatments
"
325,Claim that Indian Prime minister Modi said one crore (10 million) COVID-19 positive patients have been treated for free.,"The writer is implying that india is treating covid patients for free
",t5_base,misinfo,"Headline: Claim that Indian Prime minister Modi said one crore (10 million) COVID-19 positive patients have been treated for free.
Inference: The writer is implying that india is treating covid patients for free
"
326,Claim that Indian Prime minister Modi said one crore (10 million) COVID-19 positive patients have been treated for free.,"The writer is implying that the indian prime minister cares about covid patients
",t5_large,misinfo,"Headline: Claim that Indian Prime minister Modi said one crore (10 million) COVID-19 positive patients have been treated for free.
Inference: The writer is implying that the indian prime minister cares about covid patients
"
327,"Wisconsin is ""clearly seeing a decline in COVID infections"".","The writer is implying that covid is not spreading in florida
",gpt2_large,misinfo,"Headline: Wisconsin is ""clearly seeing a decline in COVID infections"".
Inference: The writer is implying that covid is not spreading in florida
"
328,"Wisconsin is ""clearly seeing a decline in COVID infections"".","The writer is implying that wisconsin is seeing a decline in covid infections
",t5_base,misinfo,"Headline: Wisconsin is ""clearly seeing a decline in COVID infections"".
Inference: The writer is implying that wisconsin is seeing a decline in covid infections
"
329,"Wisconsin is ""clearly seeing a decline in COVID infections"".","The writer is implying that covid is decreasing in wisconsin
",t5_large,misinfo,"Headline: Wisconsin is ""clearly seeing a decline in COVID infections"".
Inference: The writer is implying that covid is decreasing in wisconsin
"
330,Chinese police crack down on suspected coronavirus patients.,"The writer is implying that chinese govts is cracking down on covid
",gpt2_large,misinfo,"Headline: Chinese police crack down on suspected coronavirus patients.
Inference: The writer is implying that chinese govts is cracking down on covid
"
331,Chinese police crack down on suspected coronavirus patients.,"The writer is implying that chinese police are cracking down on covid patients
",t5_base,misinfo,"Headline: Chinese police crack down on suspected coronavirus patients.
Inference: The writer is implying that chinese police are cracking down on covid patients
"
332,Chinese police crack down on suspected coronavirus patients.,"The writer is implying that chinese police are cracking down on suspected covid patients
",t5_large,misinfo,"Headline: Chinese police crack down on suspected coronavirus patients.
Inference: The writer is implying that chinese police are cracking down on suspected covid patients
"
333,It's just unconscionable': Acclaimed environmentalist explains his STUNNING apology for 'climate scare',"The writer is implying that people shouldn't trust the media
",gpt2_large,misinfo,"Headline: It's just unconscionable': Acclaimed environmentalist explains his STUNNING apology for 'climate scare'
Inference: The writer is implying that people shouldn't trust the media
"
334,It's just unconscionable': Acclaimed environmentalist explains his STUNNING apology for 'climate scare',"The writer is implying that climate change is a hoax
",t5_base,misinfo,"Headline: It's just unconscionable': Acclaimed environmentalist explains his STUNNING apology for 'climate scare'
Inference: The writer is implying that climate change is a hoax
"
335,It's just unconscionable': Acclaimed environmentalist explains his STUNNING apology for 'climate scare',"The writer is implying that climate change is not real
",t5_large,misinfo,"Headline: It's just unconscionable': Acclaimed environmentalist explains his STUNNING apology for 'climate scare'
Inference: The writer is implying that climate change is not real
"
336,"Fast Company accidentally admits that plants thrive on carbon dioxide, the greenhouse gas that liberals claim will destroy the world... but it actually makes the world more GREEN","The writer is implying that climate change is a hoax
",gpt2_large,misinfo,"Headline: Fast Company accidentally admits that plants thrive on carbon dioxide, the greenhouse gas that liberals claim will destroy the world... but it actually makes the world more GREEN
Inference: The writer is implying that climate change is a hoax
"
337,"Fast Company accidentally admits that plants thrive on carbon dioxide, the greenhouse gas that liberals claim will destroy the world... but it actually makes the world more GREEN","The writer is implying that liberals are wrong about climate change
",t5_base,misinfo,"Headline: Fast Company accidentally admits that plants thrive on carbon dioxide, the greenhouse gas that liberals claim will destroy the world... but it actually makes the world more GREEN
Inference: The writer is implying that liberals are wrong about climate change
"
338,"Fast Company accidentally admits that plants thrive on carbon dioxide, the greenhouse gas that liberals claim will destroy the world... but it actually makes the world more GREEN","The writer is implying that climate change isn't real
",t5_large,misinfo,"Headline: Fast Company accidentally admits that plants thrive on carbon dioxide, the greenhouse gas that liberals claim will destroy the world... but it actually makes the world more GREEN
Inference: The writer is implying that climate change isn't real
"
339,"Spanish home office has not issued a statement announcing the complete closure of Madrid, the Basque Country and La Rioja.","The writer is implying that madrid is reopening
",gpt2_large,misinfo,"Headline: Spanish home office has not issued a statement announcing the complete closure of Madrid, the Basque Country and La Rioja.
Inference: The writer is implying that madrid is reopening
"
340,"Spanish home office has not issued a statement announcing the complete closure of Madrid, the Basque Country and La Rioja.","The writer is implying that madrid, la rioja and the basque country are not closed
",t5_base,misinfo,"Headline: Spanish home office has not issued a statement announcing the complete closure of Madrid, the Basque Country and La Rioja.
Inference: The writer is implying that madrid, la rioja and the basque country are not closed
"
341,"Spanish home office has not issued a statement announcing the complete closure of Madrid, the Basque Country and La Rioja.","The writer is implying that the spanish government isn't doing enough about covid
",t5_large,misinfo,"Headline: Spanish home office has not issued a statement announcing the complete closure of Madrid, the Basque Country and La Rioja.
Inference: The writer is implying that the spanish government isn't doing enough about covid
"
342,The Health and Environmental Dangers of 5G Technology. A Lethal Multi-Trillion Dollar Operation,"The writer is implying that technology is dangerous
",gpt2_large,misinfo,"Headline: The Health and Environmental Dangers of 5G Technology. A Lethal Multi-Trillion Dollar Operation
Inference: The writer is implying that technology is dangerous
"
343,The Health and Environmental Dangers of 5G Technology. A Lethal Multi-Trillion Dollar Operation,"The writer is implying that 5g is dangerous
",t5_base,misinfo,"Headline: The Health and Environmental Dangers of 5G Technology. A Lethal Multi-Trillion Dollar Operation
Inference: The writer is implying that 5g is dangerous
"
344,The Health and Environmental Dangers of 5G Technology. A Lethal Multi-Trillion Dollar Operation,"The writer is implying that 5g technology is dangerous
",t5_large,misinfo,"Headline: The Health and Environmental Dangers of 5G Technology. A Lethal Multi-Trillion Dollar Operation
Inference: The writer is implying that 5g technology is dangerous
"
345,New maps show how climate change is making California's 'fire Weather' worse,"The writer is implying that climate change is causing wildfires in california
",gpt2_large,misinfo,"Headline: New maps show how climate change is making California's 'fire Weather' worse
Inference: The writer is implying that climate change is causing wildfires in california
"
346,New maps show how climate change is making California's 'fire Weather' worse,"The writer is implying that california's wildfires are being caused by climate change
",t5_base,misinfo,"Headline: New maps show how climate change is making California's 'fire Weather' worse
Inference: The writer is implying that california's wildfires are being caused by climate change
"
347,New maps show how climate change is making California's 'fire Weather' worse,"The writer is implying that climate change is causing natural disasters
",t5_large,misinfo,"Headline: New maps show how climate change is making California's 'fire Weather' worse
Inference: The writer is implying that climate change is causing natural disasters
"
348,Banks will only open Tuesday and Thursday in Mexico.,"The writer is implying that banks are reopening
",gpt2_large,misinfo,"Headline: Banks will only open Tuesday and Thursday in Mexico.
Inference: The writer is implying that banks are reopening
"
349,Banks will only open Tuesday and Thursday in Mexico.,"The writer is implying that banks will only be open in mexico on certain days
",t5_base,misinfo,"Headline: Banks will only open Tuesday and Thursday in Mexico.
Inference: The writer is implying that banks will only be open in mexico on certain days
"
350,Banks will only open Tuesday and Thursday in Mexico.,"The writer is implying that banks are only open on certain days in mexico
",t5_large,misinfo,"Headline: Banks will only open Tuesday and Thursday in Mexico.
Inference: The writer is implying that banks are only open on certain days in mexico
"
351,American environmentalism's racist roots have shaped global thinking about conservation,"The writer is implying that the country has a long history of racism
",gpt2_large,misinfo,"Headline: American environmentalism's racist roots have shaped global thinking about conservation
Inference: The writer is implying that the country has a long history of racism
"
352,American environmentalism's racist roots have shaped global thinking about conservation,"The writer is implying that american environmentalists are racist
",t5_base,misinfo,"Headline: American environmentalism's racist roots have shaped global thinking about conservation
Inference: The writer is implying that american environmentalists are racist
"
353,American environmentalism's racist roots have shaped global thinking about conservation,"The writer is implying that environmentalists are racists
",t5_large,misinfo,"Headline: American environmentalism's racist roots have shaped global thinking about conservation
Inference: The writer is implying that environmentalists are racists
"
354,"Kazakhstanis could have had the coronavirus in the fall or winter 2019, but due to the lack of test systems at that time, the disease remained undetected.","The writer is implying that kazakhstanis were not tested for covid
",gpt2_large,misinfo,"Headline: Kazakhstanis could have had the coronavirus in the fall or winter 2019, but due to the lack of test systems at that time, the disease remained undetected.
Inference: The writer is implying that kazakhstanis were not tested for covid
"
355,"Kazakhstanis could have had the coronavirus in the fall or winter 2019, but due to the lack of test systems at that time, the disease remained undetected.","The writer is implying that kazakhstan had covid in the fall or winter of 2019
",t5_base,misinfo,"Headline: Kazakhstanis could have had the coronavirus in the fall or winter 2019, but due to the lack of test systems at that time, the disease remained undetected.
Inference: The writer is implying that kazakhstan had covid in the fall or winter of 2019
"
356,"Kazakhstanis could have had the coronavirus in the fall or winter 2019, but due to the lack of test systems at that time, the disease remained undetected.","The writer is implying that kazakhstan could have had covid in the fall of 2019
",t5_large,misinfo,"Headline: Kazakhstanis could have had the coronavirus in the fall or winter 2019, but due to the lack of test systems at that time, the disease remained undetected.
Inference: The writer is implying that kazakhstan could have had covid in the fall of 2019
"
357,"According to Plamen Paskov, there will be no second wave of COVID-19 since there has never been the first one.","The writer is implying that the pandemic is a hoax
",gpt2_large,misinfo,"Headline: According to Plamen Paskov, there will be no second wave of COVID-19 since there has never been the first one.
Inference: The writer is implying that the pandemic is a hoax
"
358,"According to Plamen Paskov, there will be no second wave of COVID-19 since there has never been the first one.","The writer is implying that there will be no second wave of covid
",t5_base,misinfo,"Headline: According to Plamen Paskov, there will be no second wave of COVID-19 since there has never been the first one.
Inference: The writer is implying that there will be no second wave of covid
"
359,"According to Plamen Paskov, there will be no second wave of COVID-19 since there has never been the first one.","The writer is implying that there is no second wave of covid
",t5_large,misinfo,"Headline: According to Plamen Paskov, there will be no second wave of COVID-19 since there has never been the first one.
Inference: The writer is implying that there is no second wave of covid
"
360,German doctors get paid extra if they note Covid-19 as the cause of death on the death certificate,"The writer is implying that doctors are being paid to report covid deaths
",gpt2_large,misinfo,"Headline: German doctors get paid extra if they note Covid-19 as the cause of death on the death certificate
Inference: The writer is implying that doctors are being paid to report covid deaths
"
361,German doctors get paid extra if they note Covid-19 as the cause of death on the death certificate,"The writer is implying that german doctors are paid extra if they note covid as the cause of death
",t5_base,misinfo,"Headline: German doctors get paid extra if they note Covid-19 as the cause of death on the death certificate
Inference: The writer is implying that german doctors are paid extra if they note covid as the cause of death
"
362,German doctors get paid extra if they note Covid-19 as the cause of death on the death certificate,"The writer is implying that german doctors get paid extra if they list covid as cause of death
",t5_large,misinfo,"Headline: German doctors get paid extra if they note Covid-19 as the cause of death on the death certificate
Inference: The writer is implying that german doctors get paid extra if they list covid as cause of death
"
363,Tycoon turns harmful greenhouse gases into DIAMONDS by using excess carbon from the atmosphere,"The writer is implying that people should not trust this person
",gpt2_large,misinfo,"Headline: Tycoon turns harmful greenhouse gases into DIAMONDS by using excess carbon from the atmosphere
Inference: The writer is implying that people should not trust this person
"
364,Tycoon turns harmful greenhouse gases into DIAMONDS by using excess carbon from the atmosphere,"The writer is implying that tycoons are using excess carbon from the atmosphere to turn harmful greenhouse gases into dander
",t5_base,misinfo,"Headline: Tycoon turns harmful greenhouse gases into DIAMONDS by using excess carbon from the atmosphere
Inference: The writer is implying that tycoons are using excess carbon from the atmosphere to turn harmful greenhouse gases into dander
"
365,Tycoon turns harmful greenhouse gases into DIAMONDS by using excess carbon from the atmosphere,"The writer is implying that tycoon turns greenhouse gases into diamonds
",t5_large,misinfo,"Headline: Tycoon turns harmful greenhouse gases into DIAMONDS by using excess carbon from the atmosphere
Inference: The writer is implying that tycoon turns greenhouse gases into diamonds
"
366,The US hospitals inflate the number of COVID-19 cases and deaths so they can receive more money.,"The writer is implying that the government is corrupt
",gpt2_large,misinfo,"Headline: The US hospitals inflate the number of COVID-19 cases and deaths so they can receive more money.
Inference: The writer is implying that the government is corrupt
"
367,The US hospitals inflate the number of COVID-19 cases and deaths so they can receive more money.,"The writer is implying that hospitals are inflating covid numbers
",t5_base,misinfo,"Headline: The US hospitals inflate the number of COVID-19 cases and deaths so they can receive more money.
Inference: The writer is implying that hospitals are inflating covid numbers
"
368,The US hospitals inflate the number of COVID-19 cases and deaths so they can receive more money.,"The writer is implying that hospitals are lying about covid numbers
",t5_large,misinfo,"Headline: The US hospitals inflate the number of COVID-19 cases and deaths so they can receive more money.
Inference: The writer is implying that hospitals are lying about covid numbers
"
369,"Some reporters visited the British Prime Minister Boris Johnson after he recovered from his illness. His home looks like an old abandoned military hut with very old brick walls. The living room was too small so brought out the tea tray for the reporters. All the cups are different. He met them with disheveled hair and casual clothes, but with the confident smile of a Prime Minister","The writer is implying that british prime minister boris johnson is a liar
",gpt2_large,misinfo,"Headline: Some reporters visited the British Prime Minister Boris Johnson after he recovered from his illness. His home looks like an old abandoned military hut with very old brick walls. The living room was too small so brought out the tea tray for the reporters. All the cups are different. He met them with disheveled hair and casual clothes, but with the confident smile of a Prime Minister
Inference: The writer is implying that british prime minister boris johnson is a liar
"
370,"Some reporters visited the British Prime Minister Boris Johnson after he recovered from his illness. His home looks like an old abandoned military hut with very old brick walls. The living room was too small so brought out the tea tray for the reporters. All the cups are different. He met them with disheveled hair and casual clothes, but with the confident smile of a Prime Minister","The writer is implying that boris johnson is a hypocrite
",t5_base,misinfo,"Headline: Some reporters visited the British Prime Minister Boris Johnson after he recovered from his illness. His home looks like an old abandoned military hut with very old brick walls. The living room was too small so brought out the tea tray for the reporters. All the cups are different. He met them with disheveled hair and casual clothes, but with the confident smile of a Prime Minister
Inference: The writer is implying that boris johnson is a hypocrite
"
371,"Some reporters visited the British Prime Minister Boris Johnson after he recovered from his illness. His home looks like an old abandoned military hut with very old brick walls. The living room was too small so brought out the tea tray for the reporters. All the cups are different. He met them with disheveled hair and casual clothes, but with the confident smile of a Prime Minister","The writer is implying that prime minister boris johnson has an unusual home
",t5_large,misinfo,"Headline: Some reporters visited the British Prime Minister Boris Johnson after he recovered from his illness. His home looks like an old abandoned military hut with very old brick walls. The living room was too small so brought out the tea tray for the reporters. All the cups are different. He met them with disheveled hair and casual clothes, but with the confident smile of a Prime Minister
Inference: The writer is implying that prime minister boris johnson has an unusual home
"
372,Jane Fonda: We need 'unprecedented numbers of people' demanding action on climate change,"The writer is implying that fonda is concerned about climate change
",gpt2_large,misinfo,"Headline: Jane Fonda: We need 'unprecedented numbers of people' demanding action on climate change
Inference: The writer is implying that fonda is concerned about climate change
"
373,Jane Fonda: We need 'unprecedented numbers of people' demanding action on climate change,"The writer is implying that jane fonda wants people to take action on climate change
",t5_base,misinfo,"Headline: Jane Fonda: We need 'unprecedented numbers of people' demanding action on climate change
Inference: The writer is implying that jane fonda wants people to take action on climate change
"
374,Jane Fonda: We need 'unprecedented numbers of people' demanding action on climate change,"The writer is implying that jane fonda thinks we need to do more about climate change
",t5_large,misinfo,"Headline: Jane Fonda: We need 'unprecedented numbers of people' demanding action on climate change
Inference: The writer is implying that jane fonda thinks we need to do more about climate change
"
375,"De Niro, Madonna Use Coronavirus to Demand Climate Change Reforms: 'Massive Extinction of Life No Longer in Doubt'","The writer is implying that celebrities are using covid to fight climate change
",gpt2_large,misinfo,"Headline: De Niro, Madonna Use Coronavirus to Demand Climate Change Reforms: 'Massive Extinction of Life No Longer in Doubt'
Inference: The writer is implying that celebrities are using covid to fight climate change
"
376,"De Niro, Madonna Use Coronavirus to Demand Climate Change Reforms: 'Massive Extinction of Life No Longer in Doubt'","The writer is implying that the celebrity is a hypocrite
",t5_base,misinfo,"Headline: De Niro, Madonna Use Coronavirus to Demand Climate Change Reforms: 'Massive Extinction of Life No Longer in Doubt'
Inference: The writer is implying that the celebrity is a hypocrite
"
377,"De Niro, Madonna Use Coronavirus to Demand Climate Change Reforms: 'Massive Extinction of Life No Longer in Doubt'","The writer is implying that de niro and madonna believe in climate change
",t5_large,misinfo,"Headline: De Niro, Madonna Use Coronavirus to Demand Climate Change Reforms: 'Massive Extinction of Life No Longer in Doubt'
Inference: The writer is implying that de niro and madonna believe in climate change
"
378,CDC warns people that morel mushroom increases coronavirus risk by 200%.,"The writer is implying that covid can be spread through mushrooms
",gpt2_large,misinfo,"Headline: CDC warns people that morel mushroom increases coronavirus risk by 200%.
Inference: The writer is implying that covid can be spread through mushrooms
"
379,CDC warns people that morel mushroom increases coronavirus risk by 200%.,"The writer is implying that morel mushroom increases covid risk by 200%
",t5_base,misinfo,"Headline: CDC warns people that morel mushroom increases coronavirus risk by 200%.
Inference: The writer is implying that morel mushroom increases covid risk by 200%
"
380,CDC warns people that morel mushroom increases coronavirus risk by 200%.,"The writer is implying that the cdc says mushrooms increase covid risk by 200%
",t5_large,misinfo,"Headline: CDC warns people that morel mushroom increases coronavirus risk by 200%.
Inference: The writer is implying that the cdc says mushrooms increase covid risk by 200%
"
381,"One in three Tory members believe human activity not responsible for climate change, survey finds","The writer is implying that tory members don't believe climate change is happening
",gpt2_large,misinfo,"Headline: One in three Tory members believe human activity not responsible for climate change, survey finds
Inference: The writer is implying that tory members don't believe climate change is happening
"
382,"One in three Tory members believe human activity not responsible for climate change, survey finds","The writer is implying that tory members believe human activities are not responsible for climate change
",t5_base,misinfo,"Headline: One in three Tory members believe human activity not responsible for climate change, survey finds
Inference: The writer is implying that tory members believe human activities are not responsible for climate change
"
383,"One in three Tory members believe human activity not responsible for climate change, survey finds","The writer is implying that the political party is not concerned about climate change
",t5_large,misinfo,"Headline: One in three Tory members believe human activity not responsible for climate change, survey finds
Inference: The writer is implying that the political party is not concerned about climate change
"
384,Missouri students will have to repeat the school year because of COVID-19 school closings.,"The writer is implying that schools are reopening
",gpt2_large,misinfo,"Headline: Missouri students will have to repeat the school year because of COVID-19 school closings.
Inference: The writer is implying that schools are reopening
"
385,Missouri students will have to repeat the school year because of COVID-19 school closings.,"The writer is implying that covid-19 is causing school closures in monaco
",t5_base,misinfo,"Headline: Missouri students will have to repeat the school year because of COVID-19 school closings.
Inference: The writer is implying that covid-19 is causing school closures in monaco
"
386,Missouri students will have to repeat the school year because of COVID-19 school closings.,"The writer is implying that schools are closed due to covid
",t5_large,misinfo,"Headline: Missouri students will have to repeat the school year because of COVID-19 school closings.
Inference: The writer is implying that schools are closed due to covid
"
387,"Hospitals in the United States get paid $750 for patients who die from the flu, $17,500 for COVID-19.","The writer is implying that the government is corrupt
",gpt2_large,misinfo,"Headline: Hospitals in the United States get paid $750 for patients who die from the flu, $17,500 for COVID-19.
Inference: The writer is implying that the government is corrupt
"
388,"Hospitals in the United States get paid $750 for patients who die from the flu, $17,500 for COVID-19.","The writer is implying that hospitals get paid for covid patients
",t5_base,misinfo,"Headline: Hospitals in the United States get paid $750 for patients who die from the flu, $17,500 for COVID-19.
Inference: The writer is implying that hospitals get paid for covid patients
"
389,"Hospitals in the United States get paid $750 for patients who die from the flu, $17,500 for COVID-19.","The writer is implying that hospitals in the us get paid to treat covid patients
",t5_large,misinfo,"Headline: Hospitals in the United States get paid $750 for patients who die from the flu, $17,500 for COVID-19.
Inference: The writer is implying that hospitals in the us get paid to treat covid patients
"
390,"There is a positive case of the novel coronavirus (nCoV) in a hospital in Banlic, Cabuyao City, Laguna, Philippines in January 2020.","The writer is implying that covid cases are increasing rapidly
",gpt2_large,misinfo,"Headline: There is a positive case of the novel coronavirus (nCoV) in a hospital in Banlic, Cabuyao City, Laguna, Philippines in January 2020.
Inference: The writer is implying that covid cases are increasing rapidly
"
391,"There is a positive case of the novel coronavirus (nCoV) in a hospital in Banlic, Cabuyao City, Laguna, Philippines in January 2020.","The writer is implying that covid is spreading in philippines
",t5_base,misinfo,"Headline: There is a positive case of the novel coronavirus (nCoV) in a hospital in Banlic, Cabuyao City, Laguna, Philippines in January 2020.
Inference: The writer is implying that covid is spreading in philippines
"
392,"There is a positive case of the novel coronavirus (nCoV) in a hospital in Banlic, Cabuyao City, Laguna, Philippines in January 2020.","The writer is implying that covid is spreading in the philippines
",t5_large,misinfo,"Headline: There is a positive case of the novel coronavirus (nCoV) in a hospital in Banlic, Cabuyao City, Laguna, Philippines in January 2020.
Inference: The writer is implying that covid is spreading in the philippines
"
393,Watch: Seven Classic 'Saturday Night Live' Sketches That Would Be Banned in Today's Woke Climate,"The writer is implying that climate change is not real
",gpt2_large,misinfo,"Headline: Watch: Seven Classic 'Saturday Night Live' Sketches That Would Be Banned in Today's Woke Climate
Inference: The writer is implying that climate change is not real
"
394,Watch: Seven Classic 'Saturday Night Live' Sketches That Would Be Banned in Today's Woke Climate,"The writer is implying that there are sketches that would be banned due to climate change
",t5_base,misinfo,"Headline: Watch: Seven Classic 'Saturday Night Live' Sketches That Would Be Banned in Today's Woke Climate
Inference: The writer is implying that there are sketches that would be banned due to climate change
"
395,Watch: Seven Classic 'Saturday Night Live' Sketches That Would Be Banned in Today's Woke Climate,"The writer is implying that people are becoming more concerned about climate change.
",t5_large,misinfo,"Headline: Watch: Seven Classic 'Saturday Night Live' Sketches That Would Be Banned in Today's Woke Climate
Inference: The writer is implying that people are becoming more concerned about climate change.
"
396,Sen. Merkley: Trump's Climate Change Denial 'Willful Ignorance',"The writer is implying that the president doesn't believe in climate change
",gpt2_large,misinfo,"Headline: Sen. Merkley: Trump's Climate Change Denial 'Willful Ignorance'
Inference: The writer is implying that the president doesn't believe in climate change
"
397,Sen. Merkley: Trump's Climate Change Denial 'Willful Ignorance',"The writer is implying that trump does not believe in climate change
",t5_base,misinfo,"Headline: Sen. Merkley: Trump's Climate Change Denial 'Willful Ignorance'
Inference: The writer is implying that trump does not believe in climate change
"
398,Sen. Merkley: Trump's Climate Change Denial 'Willful Ignorance',"The writer is implying that trump denies climate change
",t5_large,misinfo,"Headline: Sen. Merkley: Trump's Climate Change Denial 'Willful Ignorance'
Inference: The writer is implying that trump denies climate change
"
399,CDC has released an update on how the novel coronavirus can be transmitted,"The writer is implying that covid is spreading
",gpt2_large,misinfo,"Headline: CDC has released an update on how the novel coronavirus can be transmitted
Inference: The writer is implying that covid is spreading
"
400,CDC has released an update on how the novel coronavirus can be transmitted,"The writer is implying that the cdc has information about how covid can be transmitted
",t5_base,misinfo,"Headline: CDC has released an update on how the novel coronavirus can be transmitted
Inference: The writer is implying that the cdc has information about how covid can be transmitted
"
401,CDC has released an update on how the novel coronavirus can be transmitted,"The writer is implying that the cdc has more information on how covid can be transmitted
",t5_large,misinfo,"Headline: CDC has released an update on how the novel coronavirus can be transmitted
Inference: The writer is implying that the cdc has more information on how covid can be transmitted
"
402,Hainan's Haikou presents the plan on bettering business climate,"The writer is implying that hainan's haikou has a plan to help businesses
",gpt2_large,misinfo,"Headline: Hainan's Haikou presents the plan on bettering business climate
Inference: The writer is implying that hainan's haikou has a plan to help businesses
"
403,Hainan's Haikou presents the plan on bettering business climate,"The writer is implying that business climate is improving
",t5_base,misinfo,"Headline: Hainan's Haikou presents the plan on bettering business climate
Inference: The writer is implying that business climate is improving
"
404,Hainan's Haikou presents the plan on bettering business climate,"The writer is implying that hainan's haikou cares about climate change
",t5_large,misinfo,"Headline: Hainan's Haikou presents the plan on bettering business climate
Inference: The writer is implying that hainan's haikou cares about climate change
"
405,"""Dr Browman, a marine scientist for 35 years, said he was not saying that ocean acidification posed no threat, but that he believed that ""a higher level of academic scepticism"" should be applied to the topic.","The writer is implying that the author is implying
",gpt2_large,misinfo,"Headline: ""Dr Browman, a marine scientist for 35 years, said he was not saying that ocean acidification posed no threat, but that he believed that ""a higher level of academic scepticism"" should be applied to the topic.
Inference: The writer is implying that the author is implying
"
406,"""Dr Browman, a marine scientist for 35 years, said he was not saying that ocean acidification posed no threat, but that he believed that ""a higher level of academic scepticism"" should be applied to the topic.","The writer is implying that climate change is a serious issue
",t5_base,misinfo,"Headline: ""Dr Browman, a marine scientist for 35 years, said he was not saying that ocean acidification posed no threat, but that he believed that ""a higher level of academic scepticism"" should be applied to the topic.
Inference: The writer is implying that climate change is a serious issue
"
407,"""Dr Browman, a marine scientist for 35 years, said he was not saying that ocean acidification posed no threat, but that he believed that ""a higher level of academic scepticism"" should be applied to the topic.","The writer is implying that ocean acidification is not a threat
",t5_large,misinfo,"Headline: ""Dr Browman, a marine scientist for 35 years, said he was not saying that ocean acidification posed no threat, but that he believed that ""a higher level of academic scepticism"" should be applied to the topic.
Inference: The writer is implying that ocean acidification is not a threat
"
408,"A picture allegedly showing Barack Obama, Anthony Fauci and Melinda Gates visiting a Wuhan laboratory, in 2015.","The writer is implying that the three of them are lying to us
",gpt2_large,misinfo,"Headline: A picture allegedly showing Barack Obama, Anthony Fauci and Melinda Gates visiting a Wuhan laboratory, in 2015.
Inference: The writer is implying that the three of them are lying to us
"
409,"A picture allegedly showing Barack Obama, Anthony Fauci and Melinda Gates visiting a Wuhan laboratory, in 2015.","The writer is implying that obama, fauci and gates visited a lab in wuhan in 2015
",t5_base,misinfo,"Headline: A picture allegedly showing Barack Obama, Anthony Fauci and Melinda Gates visiting a Wuhan laboratory, in 2015.
Inference: The writer is implying that obama, fauci and gates visited a lab in wuhan in 2015
"
410,"A picture allegedly showing Barack Obama, Anthony Fauci and Melinda Gates visiting a Wuhan laboratory, in 2015.","The writer is implying that obama, fauci and gates visited a lab in china
",t5_large,misinfo,"Headline: A picture allegedly showing Barack Obama, Anthony Fauci and Melinda Gates visiting a Wuhan laboratory, in 2015.
Inference: The writer is implying that obama, fauci and gates visited a lab in china
"
